X,Y,OBJECTID,ASSETID,SearchDescription,Type,SerialNo,ExpectedCommissioning,AssetStage,MaintenanceResp,SigActivity,DrawingRef,SpatialAccuracy,MeterComponent,PropertyUse,NumDials,AccountNo,MeterSize,loaddate,InstallDate,FunctionService
1688909.1709,5674403.5255,5038,21844548,NP-HOBAR036BWM,Manifold Meter,17MC233352,,In Service,Water,Water Supply,WO#355535,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1695401.7218,5677114.4218,5039,21844565,NP-DARNE0004WM,Manifold Meter,17MC233403,,In Service,Water,Water Supply,WO#205462,DIGITISE,REG,TOILETS,26,,20,2024/03/22 22:03:57+00,2017/05/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
1695429.5208,5675965.9619,5040,21844558,NP-BRIXH0016WM,Manifold Meter,17MC233366,,In Service,Water,Water Supply,WO#355372,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1691904.7036,5674286.2773,5041,21844487,NP-TRELA0041WM,Manifold Meter,17MC230960,,In Service,Water,Water Supply,WO#355228,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1682507.3188,5670329.6459,5042,21844531,OA-MESS20082WM,Manifold Meter,17MC233348,,In Service,Water,Water Supply,WO#355304,DIGITISE,REG,DOMESTIC,11,,20,2024/03/22 22:03:57+00,2017/05/02 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1692306.7455,5676388.3093,5043,21844536,NP-DAWSO0006WM,Manifold Meter,17MC230563,,In Service,Water,Water Supply,WO#355106,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1706435.564,5682347.338,5044,21844532,WA-STAFF0024WM,Manifold Meter,17MC233349,,In Service,Water,Water Supply,WO#355229,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/04/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1691827.1203,5672748.0609,5045,21844480,NP-FRAN30351WM,Manifold Meter,17MC230934,,In Service,Water,Water Supply,WO#354666,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/28 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1689553.0633,5675314.2734,5046,21844543,NP-PIONE0090WM,Manifold Meter,17MC230572,,In Service,Water,Water Supply,WO#355018,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/04/28 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1690462.6104,5674853.7263,5047,21844534,NP-GRENV0019WM,Manifold Meter,17MC233351,,In Service,Water,Water Supply,WO#355053,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/04/27 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693935.857,5672211.2233,5048,21844513,NP-KINDB0002WM,Manifold Meter,17MC230915,,In Service,Water,Water Supply,WO#355055,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/04/26 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1691022.9874,5673471.7352,5049,21844514,NP-TRAFA0012WM,Manifold Meter,17MC230916,,In Service,Water,Water Supply,WO#354972,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/26 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693648.0668,5676844.5008,5050,21844520,NP-BULLE0050WM,Manifold Meter,17MC233337,,In Service,Water,Water Supply,WO#354999,DIGITISE,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/04/26 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1707407.9847,5683170.6432,5051,21844496,WA-HUTCH0013WM,Manifold Meter,17MC230972,,In Service,Water,Water Supply,WO#355024,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/04/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1706928.7658,5683479.4337,5052,21844500,WA-JACKS0009WM,Manifold Meter,17MC230976,,In Service,Water,Water Supply,WO#348555,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/04/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1690715.8469,5675440.3559,5053,21844492,NP-DEVO20460WM,Manifold Meter,17MC230968,,In Service,Water,Water Supply,WO#354656,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1699644.6293,5679364.0794,5054,21844493,BB-MANGA0056WM,Manifold Meter,17MC230969,,In Service,Water,Water Supply,WO#354918,DIGITISE,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/04/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1682715.1166,5669646.9469,5055,21844495,OA-DONNE0008WM,Manifold Meter,17MC230971,,In Service,Water,Water Supply,WO#354805,DIGITISE,REG,DOMESTIC,11,,20,2024/03/22 22:03:57+00,2017/04/21 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1695033.5979,5676066.5037,5056,21844506,NP-MANGO0109WM,Manifold Meter,17MC230907,,In Service,Water,Water Supply,WO#354889,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/04/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1693676.3058,5673052.7939,5057,21847721,NP-MANU017FWM,Manifold Meter,18MC246482,,In Service,Water,Water Supply,WO#370460,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2018/04/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1693084.17,5674370.0742,5058,21844510,NP-PARSO0019WM,Manifold Meter,17MC230911,,In Service,Water,Water Supply,WO#354799,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1700299.1046,5679135.8422,5059,21844511,BB-PENRO0048WM,Manifold Meter,17MC230912,,In Service,Water,Water Supply,WO#354894,LOCATED,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/04/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1693393.0672,5676118.4546,5060,21844458,NP-LEMON0037WM,Manifold Meter,17MC226949,,In Service,Water,Water Supply,WO#354712,DIGITISE,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/04/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1707571.9034,5683330.74,5061,21844507,WA-NEWBU0010WM,Manifold Meter,17MC230908,,In Service,Water,Water Supply,WO#354840,LOCATED,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/04/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1691592.8554,5673425.9193,5062,21844519,NP-CARLT0029WM,Manifold Meter,17MC230921,,In Service,Water,Water Supply,WO#354634,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690291.465,5675066.8052,5063,21844468,NP-STUAR0024WM,Manifold Meter,17MC226973,,In Service,Water,Water Supply,WO#354659,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/04/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1694183.9789,5675240.2303,5064,21844472,NP-CORON0163WM,Manifold Meter,17MC230923,,In Service,Water,Water Supply,WO#354204,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/04/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1681895.4801,5669633.3626,5065,,,,,,,,,,,,,,,,,,
1692893.1734,5673568.7952,5066,21844474,NP-DORAL0006WM,Manifold Meter,17MC230925,,In Service,Water,Water Supply,WO#354424,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1720495.4278,5682705.025,5067,21844459,UR-NGAPA0027WM,Manifold Meter,17MC226953,,In Service,Water,Water Supply,WO#352381,LOCATED,REG,DOMESTIC,70,,20,2024/03/22 22:03:57+00,2017/04/11 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1708125.164,5683147.5219,5068,21844463,WA-CLIFT0051WM,Manifold Meter,17MC226966,,In Service,Water,Water Supply,WO#353996,LOCATED,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/04/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1703809.995,5665376.953,5069,21844479,IN-KAHIK0030WM,Manifold Meter,17MC230933,,In Service,Water,Water Supply,WO#354201,DIGITISE,REG,DOMESTIC,82,,20,2024/03/22 22:03:57+00,2017/04/10 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1691420.8008,5674973.81,5070,21844476,NP-DAVI10059WM,Manifold Meter,17MC230927,,In Service,Water,Water Supply,WO#354405,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/04/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1706534.9169,5682827.4409,5071,21844408,WA-HIGHW0012WM,Manifold Meter,17MC226931,,In Service,Water,Water Supply,WO#354392,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/04/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1690659.0642,5674508.0129,5072,21844465,NP-COOK0063WM,Manifold Meter,17MC226969,,In Service,Water,Water Supply,WO#354172,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/04/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1688911.6573,5675186.5418,5073,21844466,NP-PARIT0009WM,Manifold Meter,17MC226970,,In Service,Water,Water Supply,WO#354169,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/04/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1694852.9907,5674219.9342,5074,21844443,NP-LONDO0009WM,Manifold Meter,17MC226944,,In Service,Water,Water Supply,WO#354091,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/04/06 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1694990.1004,5676485.4958,5075,21844467,NP-VALIN0006WM,Manifold Meter,17MC226972,,In Service,Water,Water Supply,WO#354138,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2017/04/05 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1708472.8816,5682909.8392,5076,21844461,WA-BAYLY0038WM,Manifold Meter,17MC226964,,In Service,Water,Water Supply,WO#354107,LOCATED,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/04/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1695324.371,5675800.6056,5077,21844469,NP-KARAKA0006WM,Manifold Meter,17MC226974,,In Service,Water,Water Supply,WO#353943,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/04/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1693960.4397,5676979.8698,5078,21844470,NP-BULLE0097WM,Manifold Meter,17MC226975,,In Service,Water,Water Supply,WO#354064,LOCATED,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/04/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1706984.0806,5682385.6606,5079,21844451,WA-DOMET043AWM,Manifold Meter,17MC231000,,In Service,Water,Water Supply,WO#353292,LOCATED,REG,COMMERCIAL,48,,20,2024/03/22 22:03:57+00,2017/04/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1690934.6309,5672758.2924,5080,21844455,NP-COWLI018AWM,Manifold Meter,17MC231011,,In Service,Water,Water Supply,WO#353910,LOCATED,REG,FARMLAND,22,,20,2024/03/22 22:03:57+00,2017/04/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1689012.7854,5674323.1241,5081,21844447,NP-MANAD0039WM/4,Manifold Meter,17MC226876,,In Service,Water,Water Supply,WO#353939,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/03/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1706617.5297,5682637.0021,5082,21844448,WA-BROWN0060WM,Manifold Meter,17MC226882,,In Service,Water,Water Supply,WO#353953,LOCATED,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/03/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1682474.5147,5670275.9721,5083,21844454,OA-DIXON0001WM,Manifold Meter,17MC231009,,In Service,Water,Water Supply,WO#353818,LOCATED,REG,DOMESTIC,11,,20,2024/03/22 22:03:57+00,2017/03/31 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1694919.2868,5673831.5934,5084,21844436,NP-JUNC20047WM,Manifold Meter,17MC230891,,In Service,Water,Water Supply,WO#353936,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/03/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1692367.5076,5673901.7035,5085,21844446,NP-GOVET0031WM,Manifold Meter,17MC226874,,In Service,Water,Water Supply,WO#353952,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1707407.1873,5683117.679,5086,21844449,TBC,Manifold Meter,17MC226886,,In Service,Water,Water Supply,WO#353846,DIGITISE,REG,,0,,20,2024/03/22 22:03:57+00,2017/03/30 00:00:00+00,Asset Function Not Identified
1692898.1325,5674110.0434,5087,21844432,NP-CAMDE0007WM,Manifold Meter,17MC230880,,In Service,Water,Water Supply,WO#353737,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/03/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1706019.9963,5682899.6633,5088,21844450,WA-MCNAU0029WM,Manifold Meter,17MC230997,,In Service,Water,Water Supply,WO#353298,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/03/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1695185.4322,5676624.8381,5089,21844438,NP-WAIWA0062WM,Manifold Meter,17MC231016,,In Service,Water,Water Supply,WO#353798,DIGITISE,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2017/03/27 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1694214.0217,5676640.9882,5090,21844444,NP-COURT0259WM,Manifold Meter,17MC226945,,In Service,Water,Water Supply,WO#353814,DIGITISE,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/03/27 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1690648.3663,5675323.1057,5091,21844445,NP-SEAVI011AWM,Manifold Meter,17MC226946,,In Service,Water,Water Supply,WO#353540,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1705848.1235,5683603.1704,5092,21844431,WA-BATTI0024WM,Manifold Meter,17MC230879,,In Service,Water,Water Supply,WO#353687,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/03/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1703379.1915,5664841.0404,5093,21844440,IN-NIKAU0019WM,Manifold Meter,17MC231020,,In Service,Water,Water Supply,WO#353491,DIGITISE,REG,DOMESTIC,82,,20,2024/03/22 22:03:57+00,2017/03/23 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1691279.2346,5673856.0952,5094,21844405,NP-JULIA0004WM,Manifold Meter,17MC226926,,In Service,Water,Water Supply,WO#353691,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1689174.5898,5675050.0436,5095,21844420,NP-ROSEN0040WM,Manifold Meter,17MC230949,,In Service,Water,Water Supply,WO#353526,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/03/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1695712.1547,5674084.1123,5096,21844429,NP-KARIN0008WM,Manifold Meter,17MC230906,,In Service,Water,Water Supply,WO#353490,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/03/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Highlands Park Water Supply Zone
1692974.6301,5674344.6798,5097,21844439,NP-PARSO0030WM,Manifold Meter,17MC231017,,In Service,Water,Water Supply,WO#353518,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1691043.3448,5675191.8056,5098,21844433,NP-LYN S0014WM,Manifold Meter,17MC230882,,In Service,Water,Water Supply,WO#353438,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1699136.7052,5678951.4584,5099,21844416,BB-HUA0009WM,Manifold Meter,17MC230996,,In Service,Water,Water Supply,WO#353264,LOCATED,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/03/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1703911.108,5665056.667,5100,21844424,IN-MAIRE0003WM,Manifold Meter,17MC230896,,In Service,Water,Water Supply,WO#353339,LOCATED,REG,DOMESTIC,81,,20,2024/03/22 22:03:57+00,2017/03/18 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1691849.7184,5676072.6713,5101,21844427,NP-YOUNG0094WM,Manifold Meter,17MC230904,,In Service,Water,Water Supply,WO#353324,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1695511.0255,5674982.0997,5102,21844430,NP-MANGO231AWM,Manifold Meter,17MC230877,,In Service,Water,Water Supply,WO#353254,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/03/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1698721.4522,5679501.2759,5103,21844434,BB-MARLI023AWM,Manifold Meter,17MC230884,,In Service,Water,Water Supply,WO#353451,DIGITISE,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/03/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1690650.8061,5673194.4966,5104,21844428,NP-ROTO0036WM,Manifold Meter,17MC230905,,In Service,Water,Water Supply,WO#353319,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/03/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1692377.4307,5672975.3443,5105,21844414,NP-FAIRF0013WM,Manifold Meter,17MC230990,,In Service,Water,Water Supply,WO#353151,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1697499.4895,5677344.9805,5106,21844422,NP-EGMON0054WM,Manifold Meter,17MC230892,,In Service,Water,Water Supply,WO#352962,DIGITISE,REG,DOMESTIC,36,,20,2024/03/22 22:03:57+00,2017/03/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1689041.7111,5675111.3684,5107,21844415,NP-ROSPE015DWM,Manifold Meter,17MC230994,,In Service,Water,Water Supply,WO#352920,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/03/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1694161.4136,5673431.2355,5108,21844435,NP-SAXTO018FWM,Manifold Meter,17MC230887,,In Service,Water,Water Supply,WO#353058,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/03/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1692445.5427,5673599.3355,5109,21844407,NP-GOVET065AWM,Manifold Meter,17MC226929,,In Service,Water,Water Supply,WO#353035,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1682393.414,5670116.1828,5110,21844412,OA-MCFAR0016WM,Manifold Meter,17MC230986,,In Service,Water,Water Supply,WO#352855,LOCATED,REG,DOMESTIC,11,,20,2024/03/22 22:03:57+00,2017/03/10 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1690185.089,5674109.7908,5111,21844403,NP-WHAKA0008WM,Manifold Meter,17MC226923,,In Service,Water,Water Supply,WO#352940,DIGITISE,REG,UNKNOWN,21,,20,2024/03/22 22:03:57+00,2017/03/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1688399.8032,5675270.316,5112,21844417,NP-MAUI0017WM,Manifold Meter,17MC230939,,In Service,Water,Water Supply,WO#352946,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/03/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1681454.4823,5669658.4547,5113,21844401,OA-JANS0038WM,Manifold Meter,17MC226920,,In Service,Water,Water Supply,WO#352611,LOCATED,REG,DOMESTIC,13,,20,2024/03/22 22:03:57+00,2017/03/08 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1691406.7556,5676011.1119,5114,21844411,NP-ST AU347BWM,Manifold Meter,17MC230985,,In Service,Water,Water Supply,WO#352076,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/03/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
