X,Y,OBJECTID,ASSETID,SearchDescription,Type,SerialNo,ExpectedCommissioning,AssetStage,MaintenanceResp,SigActivity,DrawingRef,SpatialAccuracy,MeterComponent,PropertyUse,NumDials,AccountNo,MeterSize,loaddate,InstallDate,FunctionService
1703785.4078,5665320.7562,4947,21844769,IN-RATA0120WM,Manifold Meter,17MC230841,,In Service,Water,Water Supply,WO#357338,DIGITISE,REG,DOMESTIC,82,,20,2024/03/22 22:03:57+00,2017/06/23 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1681838.1865,5669784.8369,4948,21844745,OA-ARDEN0002WM,Manifold Meter,17MC230862,,In Service,Water,Water Supply,WO#357280,DIGITISE,REG,DOMESTIC,13,,20,2024/03/22 22:03:57+00,2017/06/22 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1696036.6037,5673243.9064,4949,21844747,NP-TUPAR010GWM,Manifold Meter,17MC230864,,In Service,Water,Water Supply,WO#356940,LOCATED,REG,Residential,24,32874,20,2024/03/22 22:03:57+00,2017/06/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Highlands Park Water Supply Zone
1699484.117,5679126.0226,4950,,,,,,,,,,,,,,,,,,
1693678.1699,5676012.3385,4951,21844749,NP-GILBE0071WM,Manifold Meter,17MC230866,,In Service,Water,Water Supply,3066106,DIGITISE,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/06/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1695746.3638,5675392.4184,4952,21844755,NP-RIVER0028WM,Manifold Meter,17MC230872,,In Service,Water,Water Supply,WO#357307,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/06/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1691841.0593,5673964.9919,4953,21844746,NP-ANSON0002WM,Manifold Meter,17MC230863,,In Service,Water,Water Supply,WO#357168,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1681920.9099,5669691.3393,4954,,,,,,,,,,,,,,,,,,
1682316.4324,5669589.4951,4955,21844763,OA-WAIRA0060WM,Manifold Meter,17MC230835,,In Service,Water,Water Supply,WO#356576,LOCATED,REG,DOMESTIC,11,,20,2024/03/22 22:03:57+00,2017/06/20 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1675980.34,5661229.9206,4956,21844736,OK-HICKF0006WM,Manifold Meter,17MC230463,,In Service,Water,Water Supply,WO#356580,DIGITISE,REG,DOMESTIC,1,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1688262.7461,5672443.4912,4957,21844737,OM-SOUTH0421WM,Manifold Meter,17MC230464,,In Service,Water,Water Supply,WO#357215,DIGITISE,REG,DOMESTIC,14,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Omata Water Supply Zone
1690246.9798,5673540.5765,4958,21844738,NP-POPLA085AWM,Manifold Meter,17MC230465,,In Service,Water,Water Supply,WO#357030,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1675998.0541,5661303.8817,4959,21844741,OK-OXFOR0084WM,Manifold Meter,17MC230468,,In Service,Water,Water Supply,WO#356426,DIGITISE,REG,DOMESTIC,1,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1692330.9752,5672522.7666,4960,21844748,NP-VEALE0016WM,Manifold Meter,17MC230865,,In Service,Water,Water Supply,WO#357122,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1692420.9154,5673540.5532,4961,21844753,NP-GOVET0071WM,Manifold Meter,17MC230870,,In Service,Water,Water Supply,WO#356288,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690590.8381,5675780.819,4962,21844754,NP-RAINS0008WM,Manifold Meter,17MC230871,,In Service,Water,Water Supply,WO#357229,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692632.4835,5675815.8909,4963,21844762,NP-FULFO0037WM,Manifold Meter,17MC230834,,In Service,Water,Water Supply,WO#357075,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1691937.2369,5675789.1509,4964,21844764,NP-POWDE0206WM,Manifold Meter,17MC230836,,In Service,Water,Water Supply,WO#357089,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1690309.052,5673844.15,4965,21844739,NP-ORANG0069WM,Manifold Meter,17MC230466,,In Service,Water,Water Supply,WO#356953,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1691362.7391,5676017.9697,4966,21844719,NP-ST AU0354WM,Manifold Meter,17MC233986,,In Service,Water,Water Supply,WO#357098,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1708646.6763,5683008.643,4967,21844699,WA-BAYLY0056WM,Manifold Meter,17MC230620,,In Service,Water,Water Supply,WO#357088,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/06/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1691901.6267,5674535.1003,4968,21844730,NP-CLAWT0094WM,Manifold Meter,17MC230457,,In Service,Water,Water Supply,WO#357054,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690449.23,5675084.9421,4969,21844735,NP-WIREM0004WM,Manifold Meter,17MC230462,,In Service,Water,Water Supply,WO#356882,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1694816.5344,5675816.6168,4970,21844740,NP-TE MA0012WM,Manifold Meter,17MC230467,,In Service,Water,Water Supply,WO#356937,LOCATED,REG,Residential,24,32876,20,2024/03/22 22:03:57+00,2017/06/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1691882.266,5675880.2662,4971,21844728,NP-DEVO20294WM,Manifold Meter,17MC233995,,In Service,Water,Water Supply,WO#356839,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1691129.061,5674632.2633,4972,21844729,NP-SEAVI117HWM,Manifold Meter,17MC233996,,In Service,Water,Water Supply,WO#356679,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693705.0863,5673626.5825,4973,21844706,NP-HAWKI0004WM,Manifold Meter,17MC230583,,In Service,Water,Water Supply,WO#356845,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/06/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1691625.2071,5674425.0776,4974,21844716,NP-CLAWT0132WM,Manifold Meter,17MC233983,,In Service,Water,Water Supply,WO#356963,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690523.4944,5673659.4361,4975,21844720,NP-WALL20062WM,Manifold Meter,17MC233987,,In Service,Water,Water Supply,WO#357004,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1689694.445,5672629.1037,4976,21844722,NP-ASH012AWM,Manifold Meter,17MC233989,,In Service,Water,Water Supply,WO#357003,LOCATED,REG,DOMESTIC,20,,20,2024/03/22 22:03:57+00,2017/06/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1707740.464,5683336.7143,4977,21844697,WA-CAREY0037WM,Manifold Meter,17MC230618,,In Service,Water,Water Supply,WO#356690,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/06/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705907.2073,5683553.1734,4978,21844723,WA-BROAD0141WM,Manifold Meter,17MC233990,,In Service,Water,Water Supply,WO#356824,LOCATED,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/06/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1691321.1465,5673768.5612,4979,21844727,NP-JULIA0013WM,Manifold Meter,17MC233994,,In Service,Water,Water Supply,WO#356636,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1691031.1245,5673485.5615,4980,21844656,NP-TRAFA011AWM,Manifold Meter,17MC233382,,In Service,Water,Water Supply,WO#356562,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693730.7392,5674198.4623,4981,21844696,NP-BROO30130WM,Manifold Meter,17MC230617,,In Service,Water,Water Supply,WO#356620,LOCATED,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/06/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1692538.8302,5675535.8526,4982,21844670,NP-STAND0010WM,Manifold Meter,17MC233396,,In Service,Water,Water Supply,WO#356677,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1691094.1884,5676049.3051,4983,21845036,NP-BIRDW0023WM,Manifold Meter,17MC233331,,In Service,Water,Water Supply,WO#356571,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1706643.2162,5682061.0248,4984,21844667,WA-MCLEA0080WM,Manifold Meter,17MC233393,,In Service,Water,Water Supply,WO#356613,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/06/06 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707872.4256,5683256.7538,4985,21844668,WA-KING010AWM,Manifold Meter,17MC233394,,In Service,Water,Water Supply,WO#356531,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/06/06 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707872.5923,5683256.5315,4986,21844669,WA-KING010AWM,Manifold Meter,17MC233395,,In Service,Water,Water Supply,WO#356531,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/06/06 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707914.4697,5683142.5909,4987,21844694,WA-KING0007WM,Manifold Meter,17MC230615,,In Service,Water,Water Supply,WO#356531,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/06/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1694868.4768,5675046.4962,4988,21844705,NP-KENDA0013WM,Manifold Meter,17MC230582,,In Service,Water,Water Supply,WO#356605,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/06/06 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation
1690202.1123,5673656.0757,4989,21844673,NP-POPLA0071WM,Manifold Meter,17MC230654,,In Service,Water,Water Supply,WO#356567,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/06/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693094.4636,5674082.5894,4990,21844640,NP-ESSEX0038WM,Manifold Meter,17MC230485,,In Service,Water,Water Supply,WO#356410,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1689411.4719,5673765.4066,4991,21844672,NP-TIVER0015WM,Manifold Meter,17MC230653,,In Service,Water,Water Supply,WO#356492,LOCATED,REG,DOMESTIC,20,,20,2024/03/22 22:03:57+00,2017/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1691786.6373,5675416.8006,4992,21844681,NP-HOYLE017AWM,Manifold Meter,17MC230662,,In Service,Water,Water Supply,WO#356472,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1695043.9977,5673462.0943,4993,21844639,NP-HETA073BWM,Manifold Meter,17MC230484,,In Service,Water,Water Supply,WO#356407,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Highlands Park Water Supply Zone
1691559.8705,5675431.9461,4994,21844671,NP-DORS10095WM,Manifold Meter,17MC230652,,In Service,Water,Water Supply,WO#356442,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1692355.6114,5674400.0586,4995,21844675,NP-PEMBR0033WM,Manifold Meter,17MC230656,,In Service,Water,Water Supply,WO#356435,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1694890.2139,5675926.2342,4996,21844679,NP-SPENC0005WM,Manifold Meter,17MC230660,,In Service,Water,Water Supply,WO#356511,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1691689.0377,5676315.3787,4997,21844629,NP-KAWAR0007WM,Manifold Meter,17MC230473,,In Service,Water,Water Supply,WO#356348,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1705777.4371,5683370.212,4998,21844643,WA-PAMU0020WM,Manifold Meter,17MC230503,,In Service,Water,Water Supply,WO#356328,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1692603.1899,5673064.0339,4999,21844646,NP-WOODL012AWM,Manifold Meter,17MC230506,,In Service,Water,Water Supply,WO#356277,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1694379.9895,5675626.5131,5000,21844650,NP-FRAN20041WM,Manifold Meter,17MC230511,,In Service,Water,Water Supply,WO#356434,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1688561.4245,5675130.732,5001,21844658,NP-TAHUR005CWM,Manifold Meter,17MC233384,,In Service,Water,Water Supply,WO#355992,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1695104.4112,5676952.8233,5002,21844638,NP-KARA40016WM,Manifold Meter,17MC230483,,In Service,Water,Water Supply,WO#356311,DIGITISE,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2017/05/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
1690989.9728,5673713.2986,5003,21844645,NP-TUKAP0210WM,Manifold Meter,17MC230505,,In Service,Water,Water Supply,WO#356173,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690854.4874,5673382.0057,5004,21844623,NP-NURSE0011WM,Manifold Meter,17MC230705,,In Service,Water,Water Supply,WO#356275,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/26 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1699585.5206,5679999.3538,5005,21844615,BB-NORTH007BWM,Manifold Meter,17MC230697,,In Service,Water,Water Supply,WO#356210,DIGITISE,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/05/25 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1705420.8442,5683508.0198,5006,21844616,WA-HUME0056WM,Manifold Meter,17MC230698,,In Service,Water,Water Supply,WO#355956,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/05/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1694292.0233,5675210.3394,5007,21844647,NP-TOKOM0021WM,Manifold Meter,17MC230507,,In Service,Water,Water Supply,WO#355567,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1693618.2584,5673121.7452,5008,21844648,NP-MANU0009WM,Manifold Meter,17MC230508,,In Service,Water,Water Supply,WO#355941,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/05/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1690715.9586,5673256.1667,5009,21844600,NP-ROTO037DWM,Manifold Meter,17MC233952,,In Service,Water,Water Supply,WO#355848,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1692036.8832,5676350.8452,5010,21844621,NP-HINE0032WM,Manifold Meter,17MC230703,,In Service,Water,Water Supply,WO#356169,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1695714.8812,5674063.8538,5011,21844637,NP-KARIN009AWM,Manifold Meter,17MC230482,,In Service,Water,Water Supply,WO#355858,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Highlands Park Water Supply Zone
1690823.3289,5673017.4836,5012,21844608,NP-HONNO0011WM,Manifold Meter,17MC233960,,In Service,Water,Water Supply,WO#355943,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1691578.0938,5676178.5139,5013,21844630,NP-HINE102AWM,Manifold Meter,17MC230474,,In Service,Water,Water Supply,WO#355913,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1695056.0944,5677518.9773,5014,21844631,NP-BEACH001BWM,Manifold Meter,17MC230475,,In Service,Water,Water Supply,WO#355889,DIGITISE,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2017/05/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
1698542.0149,5679223.1564,5015,21844632,BB-WALME008BWM,Manifold Meter,17MC230476,,In Service,Water,Water Supply,WO#355783,DIGITISE,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/05/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1691845.2328,5674267.3189,5016,21844635,NP-TRELA0035WM,Manifold Meter,17MC230479,,In Service,Water,Water Supply,WO#355865,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1693989.6134,5672871.6626,5017,21844578,NP-CARR20439WM,Manifold Meter,17MC230688,,In Service,Water,Water Supply,WO#355853,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/05/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1699978.1861,5679071.1903,5018,21844617,BB-SILVA0032WM,Manifold Meter,17MC230699,,In Service,Water,Water Supply,WO#355786,DIGITISE,REG,DOMESTIC,28,,20,2024/03/22 22:03:57+00,2017/05/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1692030.1196,5676348.1938,5019,21844628,NP-HINE0036WM,Manifold Meter,17MC230472,,In Service,Water,Water Supply,WO#355826,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1706183.4363,5682183.7749,5020,21844619,WA-STAFF0038WM,Manifold Meter,17MC230701,,In Service,Water,Water Supply,WO#355744,DIGITISE,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/05/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1708299.9954,5682992.985,5021,21844554,WA-PARKL0007WM,Manifold Meter,17MC233358,,In Service,Water,Water Supply,WO#355765,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/05/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1706755.5676,5683553.2151,5022,21844570,WA-ATKIN0002WM,Manifold Meter,17MC233408,,In Service,Water,Water Supply,WO#355773,DIGITISE,REG,DOMESTIC,49,,20,2024/03/22 22:03:57+00,2017/05/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1688903.3587,5675083.6168,5023,21844549,NP-NGAMO0114WM,Manifold Meter,17MC233353,,In Service,Water,Water Supply,3034079,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1692648.2124,5675821.956,5024,21844604,NP-FULFO0035WM,Manifold Meter,17MC233956,,In Service,Water,Water Supply,WO#355631,DIGITISE,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1689175.1541,5675693.4024,5025,,,,,,,,,,,,,,,,,,
1695425.2516,5674826.6056,5026,21844614,NP-TRUBY0016WM,Manifold Meter,17MC233966,,In Service,Water,Water Supply,WO#355695,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1688867.3189,5675303.9987,5027,21844605,NP-PARIT0021WM,Manifold Meter,17MC233957,,In Service,Water,Water Supply,WO#355633,DIGITISE,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/11 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1695645.3089,5675175.8084,5028,21844581,NP-TURAK0016WM,Manifold Meter,17MC230691,,In Service,Water,Water Supply,WO#355561,DIGITISE,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1690650.0077,5675878.0655,5029,21844583,NP-WHITE0019WM,Manifold Meter,17MC230693,,In Service,Water,Water Supply,WO#355611,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1693545.1736,5673834.5287,5030,21844585,NP-CARR20286WM,Manifold Meter,17MC230695,,In Service,Water,Water Supply,WO#355637,DIGITISE,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/05/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1694999.374,5674285.848,5031,21844599,NP-HETA163BWM,Manifold Meter,17MC233426,,In Service,Water,Water Supply,WO#355570,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/10 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1693569.1541,5674632.0919,5032,21844568,NP-BROO30074WM,Manifold Meter,17MC233406,,In Service,Water,Water Supply,WO#355527,LOCATED,REG,DOMESTIC,23,,20,2024/03/22 22:03:57+00,2017/05/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1691772.5272,5676251.7966,5033,21844582,NP-HINE0074WM,Manifold Meter,17MC230692,,In Service,Water,Water Supply,WO#355584,LOCATED,REG,DOMESTIC,22,,20,2024/03/22 22:03:57+00,2017/05/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1688827.5054,5674965.5565,5034,21844584,NP-NGAMO0137WM,Manifold Meter,17MC230694,,In Service,Water,Water Supply,WO#355548,LOCATED,REG,DOMESTIC,21,,20,2024/03/22 22:03:57+00,2017/05/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1706211.9336,5683500.1576,5035,21844596,WA-CENTE0126WM,Manifold Meter,17MC233422,,In Service,Water,Water Supply,WO#355543,LOCATED,REG,DOMESTIC,48,,20,2024/03/22 22:03:57+00,2017/05/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1695282.1559,5672883.1491,5036,21844597,NP-HETA015BWM,Manifold Meter,17MC233424,,In Service,Water,Water Supply,WO#355590,LOCATED,REG,DOMESTIC,24,,20,2024/03/22 22:03:57+00,2017/05/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Highlands Park Water Supply Zone
1693695.9007,5676949.4014,5037,21844566,NP-OCTAV024AWM,Manifold Meter,17MC233404,,In Service,Water,Water Supply,WO#355342,DIGITISE,REG,DOMESTIC,25,,20,2024/03/22 22:03:57+00,2017/05/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
